Skip?,Level 1 Topic *,Level 2 Topic *,Level 3 Topic,Level 4 Topic,Title *,-,Website Category Level 1 *,Website Category Level 2,Website Course Title *,Course URL *,Category ID *,Combined Category Trans,Course Trans
,التعلم المستمر,التنمية البشرية,الصحة الجسدية والنفسية,,الصمت المدمر,,التنمية البشرية,,1487- الصمت المدمر,https://www.aldarayn.com/course/view.php?id=569,4,Human Development,1487- silence destructive
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,التخطيط سر النجاح,,التنمية البشرية,,1486- التخطيط سر النجاح,https://www.aldarayn.com/course/view.php?id=568,4,Human Development,1486- Planning Secret of Success
,التعلم المستمر,التنمية البشرية,العلاقات من حولنا,,صناعة الحب,,التنمية البشرية,,1485- صناعة الحب,https://www.aldarayn.com/course/view.php?id=567,4,Human Development,1485- love industry
,التعلم المستمر,التنمية البشرية,منوعات,,يوم بالألوان,,التنمية البشرية,,1484- 365 يوم بالألوان,https://www.aldarayn.com/course/view.php?id=566,4,Human Development,365 days in color 1484-
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,التفكير الإبداعي,,التنمية البشرية,,1483-  التفكير الإبداعي,https://www.aldarayn.com/course/view.php?id=565,4,Human Development,1483- Creative Thinking
SKIP,التعلم المستمر,التنمية البشرية,إدارة الذات,,الثقة بالنفس 3,,التنمية البشرية,,1482- الثقة بالنفس,https://www.aldarayn.com/course/view.php?id=564,4,Human Development,1482- self-confidence
,التعلم المستمر,التنمية البشرية,إدارة الذات,,تحديد الأهداف,,التنمية البشرية,,1481-  تحديد الأهداف,https://www.aldarayn.com/course/view.php?id=563,4,Human Development,1481- setting goals
SKIP,التعلم المستمر,التنمية البشرية,إدارة الذات,,الثقه بالنفس 4,,التنمية البشرية,,1480- الثقه بالنفس,https://www.aldarayn.com/course/view.php?id=562,4,Human Development,1480- self-confidence
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,فن التحفيز,,التنمية البشرية,,1479- فن التحفيز,https://www.aldarayn.com/course/view.php?id=561,4,Human Development,1479- art stimulus
,التعلم المستمر,التنمية البشرية,إدارة الذات,,خطط لحياتك,,التنمية البشرية,,1478-  خطط لحياتك,https://www.aldarayn.com/course/view.php?id=560,4,Human Development,1478- plans for your life
,التعلم المستمر,التنمية البشرية,العلاقات من حولنا,,فن التعامل مع البشر,,التنمية البشرية,,1477-  فن التعامل مع البشر,https://www.aldarayn.com/course/view.php?id=559,4,Human Development,1477- The art of dealing with humans
,التعلم المستمر,التنمية البشرية,إدارة الذات,,الثقة بالنفس 5,,التنمية البشرية,,1476-  الثقة بالنفس,https://www.aldarayn.com/course/view.php?id=558,4,Human Development,1476- self-confidence
,التعلم المستمر,التنمية البشرية,منوعات,,الطاقة والألوان وكيف تعالج نفسك بطاقة اللون,,التنمية البشرية,,1475-  الطاقة والألوان وكيف تعالج نفسك بطاقة اللون,https://www.aldarayn.com/course/view.php?id=557,4,Human Development,1475- energy and colors and how to handle yourself color card
,التعلم المستمر,التنمية البشرية,المهارات الدراسية,,الخرائط الذهنية,,التنمية البشرية,,1474- الخرائط الذهنية,https://www.aldarayn.com/course/view.php?id=556,4,Human Development,1474- mental maps
,التعلم المستمر,التنمية البشرية,إدارة الذات,,التحفيز الذاتي,,التنمية البشرية,,1473-  التحفيز الذاتي,https://www.aldarayn.com/course/view.php?id=555,4,Human Development,1473- self-motivation
,التعلم المستمر,التنمية البشرية,الصحة الجسدية والنفسية,,وداعا للضغط النفسي,,التنمية البشرية,,1472- وداعا للضغط النفسي,https://www.aldarayn.com/course/view.php?id=554,4,Human Development,1472- Goodbye psychological pressure
,التعلم المستمر,التنمية البشرية,منوعات,,فنون الكلام,,التنمية البشرية,,1471-  فنون الكلام,https://www.aldarayn.com/course/view.php?id=553,4,Human Development,1471- Arts Speech
SKIP,التعلم المستمر,التنمية البشرية,,,أمسية مهارات إدارة الوقت والذات,,التنمية البشرية,,1470-  أمسية مهارات إدارة الوقت والذات,https://www.aldarayn.com/course/view.php?id=552,4,Human Development,1470- evening time and self-management skills
,التعلم المستمر,التنمية البشرية,إدارة الذات,,بناء الذات وفن الثقة بالنفس,,التنمية البشرية,,1469-  بناء الذات وفن الثقة بالنفس,https://www.aldarayn.com/course/view.php?id=551,4,Human Development,1469- self-art building self-confidence
SKIP,التعلم المستمر,التنمية البشرية,,,1468-  أمسية صرخة نملة,,التنمية البشرية,,1468-  أمسية صرخة نملة,https://www.aldarayn.com/course/view.php?id=550,4,Human Development,1468- an evening cry of an ant
,التعلم المستمر,التنمية البشرية,المهارات الدراسية,,القراءة السريعة,,التنمية البشرية,,1467-  القراءة السريعة,https://www.aldarayn.com/course/view.php?id=549,4,Human Development,1467- fast reading
,التعلم المستمر,التنمية البشرية,الصحة الجسدية والنفسية,,إدارة الإنفعالات والغضب,,التنمية البشرية,,1466-  إدارة الإنفعالات والغضب,https://www.aldarayn.com/course/view.php?id=548,4,Human Development,1466- managing emotions and anger
,التعلم المستمر,التنمية البشرية,منوعات,,مفتاح السعادة,,التنمية البشرية,,1465-  مفتاح السعادة,https://www.aldarayn.com/course/view.php?id=547,4,Human Development,1465- Key to Happiness
SKIP,التعلم المستمر,التنمية البشرية,,,حجاج بصحة أفضل,,التنمية البشرية,,1464-  حجاج بصحة أفضل,https://www.aldarayn.com/course/view.php?id=546,4,Human Development,1464- pilgrims better health
SKIP,التعلم المستمر,التنمية البشرية,,,1463-  جوانب الخلل الفكري في الأمة,,التنمية البشرية,,1463-  جوانب الخلل الفكري في الأمة,https://www.aldarayn.com/course/view.php?id=545,4,Human Development,1463- aspects of intellectual imbalance in the nation
,التعلم المستمر,التنمية البشرية,العلاقات من حولنا,,فن التعامل مع الاخرين,,التنمية البشرية,,1462-  فن التعامل مع الاخرين,https://www.aldarayn.com/course/view.php?id=544,4,Human Development,1462- The art of dealing with others
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,فن التأثير والإقناع,,التنمية البشرية,,1461-  فن التأثير والإقناع,https://www.aldarayn.com/course/view.php?id=543,4,Human Development,1461- The art of influence and persuasion
,التعلم المستمر,التنمية البشرية,منوعات,,الفراغ و الإبداع,,التنمية البشرية,,1460-  الفراغ و الإبداع,https://www.aldarayn.com/course/view.php?id=542,4,Human Development,1460- vacuum creativity
,التعلم المستمر,التنمية البشرية,إدارة الذات,,مستقبل في نقاط,,التنمية البشرية,,1459- مستقبل في نقاط,https://www.aldarayn.com/course/view.php?id=541,4,Human Development,1459- future in points
,التعلم المستمر,التنمية البشرية,المحاسبة وإدارة الأعمال,,مهارات البائع الاساسية,,التنمية البشرية,,1300- مهارات البائع الاساسية,https://www.aldarayn.com/course/view.php?id=501,4,Human Development,Basic skills of the seller 1300
,التعلم المستمر,التنمية البشرية,المهارات الدراسية,,طـريـقـك للـتـفوق,,التنمية البشرية,,1286- طـريـقـك للـتـفوق,https://www.aldarayn.com/course/view.php?id=500,4,Human Development,1286- your way to excel
,التعلم المستمر,التنمية البشرية,المهارات الدراسية,,الاستعداد للامتحان والتفوق الدراسي,,التنمية البشرية,,1285- الإستعداد للامتحان والتفوق الدراسي,https://www.aldarayn.com/course/view.php?id=499,4,Human Development,1285- prepare for the exam and academic excellence
,التعلم المستمر,التنمية البشرية,في التعليم,,نحو التميز في التعليم (نماذج وتطبيقات),,التنمية البشرية,,1441- نحو التميز في التعليم (نماذج وتطبيقات),https://www.aldarayn.com/course/view.php?id=489,4,Human Development,1441- towards excellence in education (models and applications)
,التعلم المستمر,التنمية البشرية,المحاسبة وإدارة الأعمال,,العمل الحر عبر الانترنت,,التنمية البشرية,,1392- العمل الحر عبر الانترنت,https://www.aldarayn.com/course/view.php?id=455,4,Human Development,1392- Free Work Online
SKIP,التعلم المستمر,التنمية البشرية,,,رحيق الحضارة الإسلامية,,التنمية البشرية,,1424 _ رحيق الحضارة الإسلامية,https://www.aldarayn.com/course/view.php?id=465,4,Human Development,1424 _ nectar of Islamic civilization
SKIP,التعلم المستمر,التنمية البشرية,,,1391- أخصائي ملاحة وشحن دولي,,التنمية البشرية,,1391- أخصائي ملاحة وشحن دولي,https://www.aldarayn.com/course/view.php?id=454,4,Human Development,1391- navigation specialist and international shipping
SKIP,التعلم المستمر,التنمية البشرية,,,1390-  تدريب المدربين دفعة 3,,التنمية البشرية,,1390-  تدريب المدربين دفعة 3,https://www.aldarayn.com/course/view.php?id=453,4,Human Development,1390- Training of Trainers Batch 3
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,كيف تصبح مدرباً محترفاً,,التنمية البشرية,,1389- تدريب المدربين دفعة 2,https://www.aldarayn.com/course/view.php?id=452,4,Human Development,1389- Training of Trainers Batch 2
,التعلم المستمر,التنمية البشرية,إدارة الذات,,اصنع مستقبلك,,التنمية البشرية,,1388- اصنع مستقبلك,https://www.aldarayn.com/course/view.php?id=451,4,Human Development,Create your future 1388-
,التعلم المستمر,التنمية البشرية,منوعات,,النمو الانساني,,التنمية البشرية,,1384- النمو الانساني,https://www.aldarayn.com/course/view.php?id=450,4,Human Development,1384- human growth
SKIP,التعلم المستمر,التنمية البشرية,,,Job Hunting-interview skills,,التنمية البشرية,,1382- Job Hunting-interview skills,https://www.aldarayn.com/course/view.php?id=449,4,Human Development,1382- Job Hunting-interview skills
,التعلم المستمر,التنمية البشرية,الموارد البشرية,,إدارة الموارد البشرية,,التنمية البشرية,,1381- إدارة الموارد البشرية,https://www.aldarayn.com/course/view.php?id=448,4,Human Development,1381- Human Resources Management
SKIP,التعلم المستمر,التنمية البشرية,,,1375- اقرأ وارتق,,التنمية البشرية,,1375- اقرأ وارتق,https://www.aldarayn.com/course/view.php?id=447,4,Human Development,1375- Read and elevated
SKIP,التعلم المستمر,التنمية البشرية,,,1374- أربعون حديثا في التربية والمنهج,,التنمية البشرية,,1374- أربعون حديثا في التربية والمنهج,https://www.aldarayn.com/course/view.php?id=446,4,Human Development,Forty newly 1374- in education and curriculum
,التعلم المستمر,التنمية البشرية,العلاقات من حولنا,,لغة التفاهم,,التنمية البشرية,,1373- لغة التفاهم,https://www.aldarayn.com/course/view.php?id=445,4,Human Development,1373- Language Understanding
,التعلم المستمر,التنمية البشرية,منوعات,,انماط التفكير,,التنمية البشرية,,1372- انماط التفكير,https://www.aldarayn.com/course/view.php?id=444,4,Human Development,1372- thought patterns
,التعلم المستمر,التنمية البشرية,العلاقات من حولنا,,شريك الحياة,,التنمية البشرية,,1370- شريك الحياة,https://www.aldarayn.com/course/view.php?id=443,4,Human Development,1370- life partner
,التعلم المستمر,التنمية البشرية,العلاقات من حولنا,,اعرف نفسك والاخرين,,التنمية البشرية,,1369- اعرف نفسك والاخرين,https://www.aldarayn.com/course/view.php?id=442,4,Human Development,1369- Know yourself and others
SKIP,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,تدريب المدربين دفعة 1,,التنمية البشرية,,1367-  تدريب المدربين دفعة 1,https://www.aldarayn.com/course/view.php?id=441,4,Human Development,1367- Training of Trainers Batch 1
,التعلم المستمر,التربية الخاصة,,,التربية السليمة لأولادنا,,التنمية البشرية,,كيف نربي أبناءنا تربية سليمة,https://www.aldarayn.com/course/view.php?id=440,4,Human Development,1366- Baba and Mama (Balash ye like that with me)
,التعلم المستمر,التنمية البشرية,الصحة الجسدية والنفسية,,إدارة ضغوط الحياة,,التنمية البشرية,,إدارة ضغوط الحياة,https://www.aldarayn.com/course/view.php?id=439,4,Human Development,1365- life stress management
SKIP,التعلم المستمر,التنمية البشرية,,,1364- JOB Hunting,,التنمية البشرية,,1364- JOB Hunting,https://www.aldarayn.com/course/view.php?id=438,4,Human Development,1364- JOB Hunting
,التعلم المستمر,التنمية البشرية,المحاسبة وإدارة الأعمال,,التخطيط التسويقي,,التنمية البشرية,,1363- التخطيط التسويقي,https://www.aldarayn.com/course/view.php?id=437,4,Human Development,1363- marketing planning
,التعلم المستمر,التنمية البشرية,الموارد البشرية,,العلاقات العامة,,التنمية البشرية,,1362- العلاقات العامة,https://www.aldarayn.com/course/view.php?id=436,4,Human Development,1362- Public Relations
,التعلم المستمر,التربية الخاصة,,, رخصة قيادة الأسرة,,التنمية البشرية,,1361- رخصة قيادة الأسرة,https://www.aldarayn.com/course/view.php?id=435,4,Human Development,1361- family driving license
SKIP,التعلم المستمر,التنمية البشرية,,,1415- معلومات عن الدراسة و العمل في المانيا,,التنمية البشرية,,1415- معلومات عن الدراسة و العمل في المانيا,https://www.aldarayn.com/course/view.php?id=392,4,Human Development,1415- Information about the study and work in Germany
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,التخطيط,,التنمية البشرية,,1360-التخطيط,https://www.aldarayn.com/course/view.php?id=428,4,Human Development,1360-Planning
,التعلم المستمر,التنمية البشرية,المحاسبة وإدارة الأعمال,,دبلومة التأهيل لسوق العمل,,التنمية البشرية,,التأهيل لسوق العمل,https://www.aldarayn.com/course/view.php?id=427,4,Human Development,1359- Diploma qualification for the labor market
,التعلم المستمر,التنمية البشرية,إدارة الذات,,إدارة الوقت,,التنمية البشرية,,إدارة الوقت,https://www.aldarayn.com/course/view.php?id=426,4,Human Development,1358- Time Management
SKIP,التعلم المستمر,التنمية البشرية,,,قانون الجذب,,التنمية البشرية,,قانون الجذب,https://www.aldarayn.com/course/view.php?id=425,4,Human Development,1357 - Law of Attraction
SKIP,التعلم المستمر,التنمية البشرية,,,1353- محاضرات تنمية بشرية,,التنمية البشرية,,1353- محاضرات تنمية بشرية,https://www.aldarayn.com/course/view.php?id=424,4,Human Development,Lectures 1353- Human Development
,التعلم المستمر,التنمية البشرية,إدارة الذات,,اكتشف نفسك,,التنمية البشرية,,1412-  اكتشف نفسك,https://www.aldarayn.com/course/view.php?id=422,4,Human Development,1412- discovered yourself
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,مهارات الاتصال الفعال,,التنمية البشرية,,1411-  مهارات الاتصال الفعال,https://www.aldarayn.com/course/view.php?id=421,4,Human Development,1411- Effective communication skills
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,كن قائدا,,التنمية البشرية,,1410- كن قائدا,https://www.aldarayn.com/course/view.php?id=420,4,Human Development,1410- Be a Leader
,التعلم المستمر,التنمية البشرية,في التعليم,,إدارة التدريس,,التنمية البشرية,,1383 _ إدارة التدريس,https://www.aldarayn.com/course/view.php?id=398,4,Human Development,1383 _ Teaching Management
SKIP,التعلم المستمر,التنمية البشرية,,,1379 _ الفكر التربوي الاسلامي,,التنمية البشرية,,1379 _ الفكر التربوي الاسلامي,https://www.aldarayn.com/course/view.php?id=397,4,Human Development,1379 _ Islamic Educational Thought
SKIP,التعلم المستمر,التنمية البشرية,إدارة الذات,,الثقة بالنفس 6,,التنمية البشرية,,1371 _ الثقة بالنفس,https://www.aldarayn.com/course/view.php?id=396,4,Human Development,1371 _ self-confidence
,التعلم المستمر,التنمية البشرية,الصحة الجسدية والنفسية,,الذكاء العاطفي,,التنمية البشرية,,1368 _ الذكاء العاطفي,https://www.aldarayn.com/course/view.php?id=395,4,Human Development,1368 _ Emotional Intelligence
,التعلم المستمر,التنمية البشرية,منوعات,,مكارم الاخلاق,,التنمية البشرية,,1337- مكارم الاخلاق,https://www.aldarayn.com/course/view.php?id=349,4,Human Development,1337- good manners
SKIP,التعلم المستمر,التنمية البشرية,,,1336- محاضرات توعيه للتنميه البشرية,,التنمية البشرية,,1336- محاضرات توعيه للتنميه البشرية,https://www.aldarayn.com/course/view.php?id=348,4,Human Development,1336- awareness lectures for Human Development
SKIP,التعلم المستمر,التنمية البشرية,,,1310- كيف تصمم وتدير حمله انتخابية ناجحه,,التنمية البشرية,,1310- كيف تصمم وتدير حمله انتخابية ناجحه,https://www.aldarayn.com/course/view.php?id=336,4,Human Development,1310- How to design and runs a winning campaign
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,السيرة الذاتية,,التنمية البشرية,,1189 - السيرة الذاتية,https://www.aldarayn.com/course/view.php?id=325,4,Human Development,1189 - Biography
SKIP,التعلم المستمر,التنمية البشرية,,,1188 - الحفظ الإبداعى لكلمات اللغة الإنجليزية,,التنمية البشرية,,1188 - الحفظ الإبداعى لكلمات اللغة الإنجليزية,https://www.aldarayn.com/course/view.php?id=324,4,Human Development,1188 - save creative words English
SKIP,التعلم المستمر,التنمية البشرية,,,1187 - دروس وعبر تربوية من الحكم والأمثال,,التنمية البشرية,,1187 - دروس وعبر تربوية من الحكم والأمثال,https://www.aldarayn.com/course/view.php?id=323,4,Human Development,1187 - educational lessons and across from and proverbs
,التعلم المستمر,التنمية البشرية,في التعليم ,,نحو التميز للمعلم,,التنمية البشرية,,1186- نحو التميز للمعلم,https://www.aldarayn.com/course/view.php?id=322,4,Human Development,1186- excellence teacher
SKIP,التعلم المستمر,التنمية البشرية,,,1185 - التنمية البشرية القرآنية,,التنمية البشرية,,1185 - التنمية البشرية القرآنية,https://www.aldarayn.com/course/view.php?id=321,4,Human Development,1185 - Human Development Quranic
,التعلم المستمر,التنمية البشرية,إدارة الذات,,من البناء حتى التميز,,التنمية البشرية,,1184 - من البناء حتى التميز,https://www.aldarayn.com/course/view.php?id=320,4,Human Development,1184 - from building up excellence
,التعلم المستمر,التنمية البشرية,منوعات,,القبعات الست للتفكير,,التنمية البشرية,,1183- القبعات الست للتفكير,https://www.aldarayn.com/course/view.php?id=319,4,Human Development,1183- six hats to think
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,إعداد القادة 1,,التنمية البشرية,,1182- إعداد القادة,https://www.aldarayn.com/course/view.php?id=318,4,Human Development,1182- Leadership Development
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,كيف تكون قائداً ,,التنمية البشرية,,1181 - كيف تكون قائد (الدفعة الثالثة لاعداد القادة),https://www.aldarayn.com/course/view.php?id=192,4,Human Development,1181 - How to be the leader (the third installment for the preparation of leaders)
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,إعداد القادة 2,,التنمية البشرية,,1168- اعداد القادة الدفعة الثانية,https://www.aldarayn.com/course/view.php?id=186,4,Human Development,1168- preparation of the second installment leaders
,التعلم المستمر,التنمية البشرية,منوعات,,البرمجة اللغوية العصبية,,التنمية البشرية,,1167- البرمجة اللغوية العصبية,https://www.aldarayn.com/course/view.php?id=185,4,Human Development,1167. NLP
,التعلم المستمر,التنمية البشرية,منوعات,,تطبيقات البرمجه اللغوية العصبية,,التنمية البشرية,,1166- تطبيقات البرمجه اللغويه العصبيه,https://www.aldarayn.com/course/view.php?id=184,4,Human Development,1166- programming Neuro Linguistic applications
,التعلم المستمر,التنمية البشرية,منوعات,,دبلومة البرمجة اللغوية والعصبية,,التنمية البشرية,,1165- دبلومة البرمجة اللغوية والعصبية,https://www.aldarayn.com/course/view.php?id=183,4,Human Development,1165- Diploma Linguistic Programming and neural
,التعلم المستمر,التنمية البشرية,إدارة الذات,,حقيبة الشخصية الناجحة,,التنمية البشرية,,1164- حقيبة الشخصية الناجحة,https://www.aldarayn.com/course/view.php?id=182,4,Human Development,1164- personal bag successful
SKIP,التعلم المستمر,التنمية البشرية,,,1163- بناء الشخصية الإسلامية,,التنمية البشرية,,1163- بناء الشخصية الإسلامية,https://www.aldarayn.com/course/view.php?id=181,4,Human Development,1163. Building an Islamic
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,القيادة,,التنمية البشرية,,1162- القيادة,https://www.aldarayn.com/course/view.php?id=180,4,Human Development,1162- Leadership
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,القيادة أسلوب حياة,,التنمية البشرية,,1161- القيادة أسلوب حياه,https://www.aldarayn.com/course/view.php?id=155,4,Human Development,1161- leadership style life
SKIP,التعلم المستمر,التنمية البشرية,,,1160- همسات دعوية في التنمية البشرية,,التنمية البشرية,,1160- همسات دعوية في التنمية البشرية,https://www.aldarayn.com/course/view.php?id=154,4,Human Development,1160- whispers advocacy in human development
,التعلم المستمر,التنمية البشرية,الموارد البشرية,,البرنامج المهني - إدارة الموارد البشرية,,التنمية البشرية,,1159- البرنامج المهني - إدارة الموارد البشرية,https://www.aldarayn.com/course/view.php?id=127,4,Human Development,1159. Professional Program - Human Resources Management
,التعلم المستمر,التنمية البشرية,إدارة الذات,,فــن التحـفيــز الــذاتــي,,التنمية البشرية,,1158- فــن التحـفيــز الــذاتــى,https://www.aldarayn.com/course/view.php?id=126,4,Human Development,1158. The art of self-stimulation
SKIP,دروس طلاب المدارس,,,,1288- تأهيل مدرس محو أمية,,دروس طلاب المدارس,محو الأمية,1288- تأهيل مدرس محو أمية,https://www.aldarayn.com/course/view.php?id=131,31,Schools / literacy classes students,1288- rehabilitation literacy teacher
SKIP,دروس طلاب المدارس,,,,1279- كتائب النور لإعداد مدرب محو أمية,,دروس طلاب المدارس,محو الأمية,1279- كتائب النور لإعداد مدرب محو أمية,https://www.aldarayn.com/course/view.php?id=130,31,Schools / literacy classes students,1279- light battalions to prepare literacy coach illiteracy
SKIP,دروس طلاب المدارس,,,,1278- اعداد مدرب محو أمية,,دروس طلاب المدارس,محو الأمية,1278- اعداد مدرب محو أمية,https://www.aldarayn.com/course/view.php?id=129,31,Schools / literacy classes students,1278- prepare literacy coach
,دروس طلاب المدارس,المرحلة الابتدائية,العلوم,, العلوم للصف الرابع الإبتدائي,,دروس طلاب المدارس,المرحلة الإبتدائية,1242- العلوم للصف الرابع الإبتدائي,https://www.aldarayn.com/course/view.php?id=227,9,School / Elementary students lessons,Science 1242- the fourth grade of primary
,دروس طلاب المدارس,المرحلة الابتدائية,العلوم,, العلوم للصف الرابع الإبتدائي,,دروس طلاب المدارس,المرحلة الإبتدائية,1241- العلوم للصف الرابع الإبتدائي,https://www.aldarayn.com/course/view.php?id=226,9,School / Elementary students lessons,Science 1241- the fourth grade of primary
,دروس طلاب المدارس,المرحلة الابتدائية,العلوم,,العلوم للصف السادس الإبتدائي ,,دروس طلاب المدارس,المرحلة الإبتدائية,1240- العلوم للصف السادس الإبتدائي - ترم أول,https://www.aldarayn.com/course/view.php?id=225,9,School / Elementary students lessons,1240- science sixth-grade primary - the first term
,دروس طلاب المدارس,المرحلة الابتدائية,العلوم,,العلوم للصف الخامس الابتدائي ,,دروس طلاب المدارس,المرحلة الإبتدائية,1239- العلوم للصف الخامس الابتدائى العام و الازهرى تيرم اول,https://www.aldarayn.com/course/view.php?id=221,9,School / Elementary students lessons,1239- Science for the fifth grade of primary year and Azhary Thermes first
SKIP,دروس طلاب المدارس,,,,1238- الدراسات الاجتماعية للصف السادس الإبتدائي,,دروس طلاب المدارس,المرحلة الإبتدائية,1238- الدراسات الاجتماعية للصف السادس الإبتدائي,https://www.aldarayn.com/course/view.php?id=206,9,School / Elementary students lessons,1238- Social Studies sixth-grade primary
,دروس طلاب المدارس,المرحلة الابتدائية,الرياضيات,,الرياضيات للصف الخامس الابتدائي ,,دروس طلاب المدارس,المرحلة الإبتدائية,1236- الرياضيات للصف الخامس الابتدائي - الترم الثاني,https://www.aldarayn.com/course/view.php?id=200,9,School / Elementary students lessons,1236- mathematics fifth grade primary - second semester
SKIP,دروس طلاب المدارس,,,,1423- العلوم باللغة الانجليزية لمدارس اللغات للمرحلتين الابتدائية و الاعدادية,,دروس طلاب المدارس,المرحلة الإعدادية,1423- العلوم باللغة الانجليزية لمدارس اللغات للمرحلتين الابتدائية و الاعدادية,https://www.aldarayn.com/course/view.php?id=368,10,School / middle school students lessons,1423 Science in English language schools for elementary and preparatory stages
,دروس طلاب المدارس,المرحلة الإعدادية,العلوم,,علوم للصف الاول الإعدادي ,,دروس طلاب المدارس,المرحلة الإعدادية,1343- علوم للصف الاول الإعدادي الترم االثاني,https://www.aldarayn.com/course/view.php?id=355,10,School / middle school students lessons,1343- Science first grade preparatory semester Aalthani
,دروس طلاب المدارس,المرحلة الإعدادية,العلوم,,علوم للصف الاول الإعدادي,,دروس طلاب المدارس,المرحلة الإعدادية,1342- علوم للصف الاول الإعدادي الترم الأول,https://www.aldarayn.com/course/view.php?id=354,10,School / middle school students lessons,Science 1342- the first grade the first semester preparatory
,دروس طلاب المدارس,المرحلة الإعدادية,العلوم,,علوم للصف الثاني الإعدادي ,,دروس طلاب المدارس,المرحلة الإعدادية,1341- علوم للصف الثاني الإعدادي الترم الثاني,https://www.aldarayn.com/course/view.php?id=353,10,School / middle school students lessons,1341- grade science second intermediate second semester
,دروس طلاب المدارس,المرحلة الإعدادية,العلوم,,علوم للصف الثاني الإعدادي ,,دروس طلاب المدارس,المرحلة الإعدادية,1340- علوم للصف الثاني الإعدادي الترم الأول,https://www.aldarayn.com/course/view.php?id=352,10,School / middle school students lessons,1340- grade science second preparatory semester first
,دروس طلاب المدارس,المرحلة الإعدادية,العلوم,,علوم للصف الثالث الإعدادي ,,دروس طلاب المدارس,المرحلة الإعدادية,1339- علوم للصف الثالث الإعدادي الترم الثاني,https://www.aldarayn.com/course/view.php?id=351,10,School / middle school students lessons,Science 1339- the third preparatory grade second semester
,دروس طلاب المدارس,المرحلة الإعدادية,العلوم,,علوم للصف الثالث الإعدادي ,,دروس طلاب المدارس,المرحلة الإعدادية,1338- علوم للصف الثالث الإعدادي الترم الأول,https://www.aldarayn.com/course/view.php?id=350,10,School / middle school students lessons,Science 1338- the third preparatory grade first semester
SKIP,دروس طلاب المدارس,,,,1282- اللغة الإنجليزية للصف الثالث الإعدادي,,دروس طلاب المدارس,المرحلة الإعدادية,1282- اللغة الإنجليزية للصف الثالث الإعدادي,https://www.aldarayn.com/course/view.php?id=295,10,School / middle school students lessons,1282- English Third Intermediate grade
,دروس طلاب المدارس,المرحلة الإعدادية,الحاسب الآلي,,الحاسب الآلي للصف الثالث الإعدادي ,,دروس طلاب المدارس,المرحلة الإعدادية,1265-الحاسب الآلي للصف الثالث الاعدادي الترم الثاني,https://www.aldarayn.com/course/view.php?id=250,10,School / middle school students lessons,1265 Computer-third grade preparatory second semester
,دروس طلاب المدارس,المرحلة الإعدادية,النحو وقواعد اللغة العربية,, نحو للصف الثالث الإعدادي,,دروس طلاب المدارس,المرحلة الإعدادية,1264- نحو للصف الثالث الإعدادي,https://www.aldarayn.com/course/view.php?id=249,10,School / middle school students lessons,1264- towards the third preparatory grade
,دروس طلاب المدارس,المرحلة الإعدادية,الرياضيات,,الرياضيات للصف الثالث الإعدادي,,دروس طلاب المدارس,المرحلة الإعدادية,1272- الرياضيات للصف الثالث الإعدادي,https://www.aldarayn.com/course/view.php?id=288,10,School / middle school students lessons,1272- Mathematics Third Intermediate grade
,دروس طلاب المدارس,المرحلة الإعدادية,الحاسب الآلي,,الحاسب الآلي للصف الثالث الإعدادي,,دروس طلاب المدارس,المرحلة الإعدادية,1263-  الحاسب الآلي للصف الثالث الإعدادى,https://www.aldarayn.com/course/view.php?id=248,10,School / middle school students lessons,1263- Computer Grade III Prep
,دروس طلاب المدارس,المرحلة الإعدادية,النحو وقواعد اللغة العربية,,اللغة العربية للصف الأول الإعدادي ,,دروس طلاب المدارس,المرحلة الإعدادية,1262- اللغة العربية للصف الأول الإعدادي - الترم الثاني,https://www.aldarayn.com/course/view.php?id=247,10,School / middle school students lessons,1262- Arabic language first grade secondary - second semester
,دروس طلاب المدارس,المرحلة الإعدادية,العلوم,,العلوم للصف الثالث الإعدادي,,دروس طلاب المدارس,المرحلة الإعدادية,1261- العلوم للصف الثالث الإعدادي,https://www.aldarayn.com/course/view.php?id=246,10,School / middle school students lessons,Science 1261- the third preparatory grade
,دروس طلاب المدارس,المرحلة الإعدادية,الحاسب الآلي,,الحاسب الالي الصف الثانى الإعدادي,,دروس طلاب المدارس,المرحلة الإعدادية,1260-  الحاسب الالى الصف الثانى الاعدادى الترم الثانى,https://www.aldarayn.com/course/view.php?id=245,10,School / middle school students lessons,1260- Computer second grade middle school second semester
